0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
1.0,0.9820953,0.9581807,0.98197925,0.98426175,1.0,0.98483044,0.98366654,0.98367405,0.983928,0.9814238,0.98528516,0.98367405,0.9840317,0.9662253,0.98424786,0.9762441,0.99959,0.9837185,0.9886913,0.9863287,0.94522065,0.9447008,0.9378048,0.9283525,0.94092953,0.9432795,0.9380412,0.9469883,0.9429403,0.9447862,0.92613107,0.9449099,0.94128364,0.94593805,0.9260936,0.9437498,0.9438709,0.94522065,0.9451849,0.947419,0.94643134
0.9820953,1.0,0.97053236,0.99372035,0.992363,0.9820953,0.9926485,0.9915761,0.9984985,0.99214554,0.96677333,0.9942489,0.9984985,0.97537875,0.95505035,0.9926075,0.9817842,0.9829998,0.9920094,0.98593146,0.9797764,0.94323856,0.9415709,0.93599105,0.9260726,0.9370897,0.94115376,0.93392617,0.9444223,0.93767667,0.94377035,0.92089695,0.94191897,0.93759125,0.9454396,0.9249351,0.94318694,0.94104755,0.94323856,0.9443417,0.94319713,0.9440263
0.9581807,0.97053236,1.0,0.9686446,0.9674843,0.9581807,0.9688139,0.9696666,0.97280234,0.96546996,0.9529061,0.97148496,0.97280234,0.9524193,0.94659734,0.9668034,0.963657,0.95914966,0.9653986,0.95739967,0.9578092,0.9278128,0.93073165,0.93048936,0.9112142,0.9205033,0.9264625,0.91785836,0.9278075,0.9290657,0.92784667,0.92134184,0.93047094,0.92840874,0.92862093,0.9173517,0.9276141,0.92740715,0.9278128,0.9279394,0.92806065,0.9289585
0.98197925,0.99372035,0.9686446,1.0,0.9894877,0.98197925,0.990167,0.9890392,0.9950167,0.9937923,0.96215516,0.99115884,0.9950167,0.97492576,0.95213276,0.98977625,0.98353845,0.9828649,0.9937426,0.9850238,0.98060775,0.93838584,0.93947965,0.93939847,0.92379475,0.93403584,0.93651634,0.93164617,0.9392831,0.93712664,0.9401614,0.92108697,0.93897057,0.93601155,0.93954676,0.92189723,0.93784094,0.9388699,0.93838584,0.94043934,0.9400024,0.93959856
0.98426175,0.992363,0.9674843,0.9894877,1.0,0.98426175,0.9991342,0.9952057,0.9925101,0.9877129,0.9763722,0.9964176,0.9925101,0.97619087,0.96375805,0.99725044,0.9764503,0.9842384,0.98741925,0.9812119,0.98577327,0.94574547,0.94636387,0.9366315,0.92891616,0.94321924,0.94413906,0.94009024,0.9476931,0.94238013,0.9459929,0.9234674,0.9471196,0.94147485,0.94749284,0.92659825,0.94539624,0.9443618,0.94574547,0.94661516,0.94576097,0.9456391
1.0,0.9820953,0.9581807,0.98197925,0.98426175,1.0,0.98483044,0.98366654,0.98367405,0.983928,0.9814238,0.98528516,0.98367405,0.9840317,0.9662253,0.98424786,0.9762441,0.99959,0.9837185,0.9886913,0.9863287,0.94522065,0.9447008,0.9378048,0.9283525,0.94092953,0.9432795,0.9380412,0.9469883,0.9429403,0.9447862,0.92613107,0.9449099,0.94128364,0.94593805,0.9260936,0.9437498,0.9438709,0.94522065,0.9451849,0.947419,0.94643134
0.98483044,0.9926485,0.9688139,0.990167,0.9991342,0.98483044,1.0,0.9956695,0.99264723,0.9884601,0.9764303,0.9967691,0.99264723,0.97690004,0.96357554,0.9965617,0.97722316,0.9848481,0.9881762,0.9825431,0.9869577,0.94403625,0.945333,0.9368087,0.9264813,0.9415989,0.9423772,0.9383039,0.945889,0.9412935,0.944532,0.9218412,0.9459737,0.94011974,0.945272,0.924362,0.9441135,0.9434501,0.94403625,0.9451207,0.9445406,0.944181
0.98366654,0.9915761,0.9696666,0.9890392,0.9952057,0.98366654,0.9956695,1.0,0.9915614,0.98686355,0.97756267,0.996666,0.9915614,0.9784546,0.9680473,0.9952195,0.9772894,0.98408484,0.98666996,0.98125833,0.98609096,0.9466447,0.947241,0.9377577,0.9327541,0.94366497,0.94562536,0.9404935,0.9488713,0.94389945,0.947532,0.9277012,0.9481007,0.943474,0.9486655,0.9308957,0.94684094,0.9463885,0.9466447,0.9478312,0.94742143,0.94658756
0.98367405,0.9984985,0.97280234,0.9950167,0.9925101,0.98367405,0.99264723,0.9915614,1.0,0.99309134,0.96767277,0.9944516,1.0,0.9767961,0.9569673,0.99246883,0.98375165,0.98456275,0.9929306,0.98655754,0.98082626,0.9453128,0.9436871,0.9390429,0.92852306,0.9388168,0.9432394,0.935752,0.94613194,0.9405443,0.9460032,0.92429936,0.94384366,0.93990123,0.94665337,0.92845887,0.9447606,0.9439401,0.9453128,0.9463255,0.9459097,0.9462023
0.983928,0.99214554,0.96546996,0.9937923,0.9877129,0.983928,0.9884601,0.98686355,0.99309134,1.0,0.9636561,0.988798,0.99309134,0.97896445,0.954265,0.9882405,0.989098,0.98499846,0.9999595,0.9858495,0.9848569,0.93936676,0.93961555,0.9394973,0.92252207,0.9339644,0.9386008,0.9313514,0.9405323,0.9368553,0.94053096,0.9202457,0.93940383,0.93522495,0.939644,0.9198171,0.9378102,0.9378454,0.93936676,0.94057035,0.94144756,0.940517
0.9814238,0.96677333,0.9529061,0.96215516,0.9763722,0.9814238,0.9764303,0.97756267,0.96767277,0.9636561,1.0,0.9773179,0.96767277,0.9651234,0.97457343,0.9761029,0.95802385,0.9811376,0.96330345,0.9756379,0.97724754,0.9431995,0.9455325,0.93337,0.9271333,0.94237185,0.9433709,0.9407938,0.9456692,0.94203174,0.9428073,0.9313816,0.94588965,0.94128704,0.9437724,0.9255828,0.94188136,0.94221425,0.9431995,0.94327074,0.94666374,0.9436375
0.98528516,0.9942489,0.97148496,0.99115884,0.9964176,0.98528516,0.9967691,0.996666,0.9944516,0.988798,0.9773179,1.0,0.9944516,0.97806317,0.96690583,0.9963391,0.97927535,0.98553634,0.9885904,0.9826937,0.98720807,0.94507,0.94623137,0.93766737,0.9302175,0.9425065,0.9434152,0.9390912,0.9462156,0.9430568,0.94552237,0.9269704,0.94673634,0.9418165,0.946551,0.9280231,0.94436777,0.94495934,0.94507,0.9457561,0.94630677,0.94533926
0.98367405,0.9984985,0.97280234,0.9950167,0.9925101,0.98367405,0.99264723,0.9915614,1.0,0.99309134,0.96767277,0.9944516,1.0,0.9767961,0.9569673,0.99246883,0.98375165,0.98456275,0.9929306,0.98655754,0.98082626,0.9453128,0.9436871,0.9390429,0.92852306,0.9388168,0.9432394,0.935752,0.94613194,0.9405443,0.9460032,0.92429936,0.94384366,0.93990123,0.94665337,0.92845887,0.9447606,0.9439401,0.9453128,0.9463255,0.9459097,0.9462023
0.9840317,0.97537875,0.9524193,0.97492576,0.97619087,0.9840317,0.97690004,0.9784546,0.9767961,0.97896445,0.9651234,0.97806317,0.9767961,1.0,0.978179,0.9752321,0.9722908,0.9841288,0.9789901,0.9759532,0.9815466,0.93927044,0.9402524,0.9326454,0.92330045,0.9328688,0.9370692,0.928682,0.9406466,0.9398046,0.9398934,0.92081285,0.9408264,0.9388097,0.94036496,0.92106557,0.9384553,0.93641734,0.93927044,0.9404093,0.9422135,0.94109035
0.9662253,0.95505035,0.94659734,0.95213276,0.96375805,0.9662253,0.96357554,0.9680473,0.9569673,0.954265,0.97457343,0.96690583,0.9569673,0.978179,1.0,0.96422064,0.9532595,0.9661863,0.95418835,0.95863956,0.97189575,0.93635833,0.93930084,0.9224696,0.92159194,0.93347704,0.93601507,0.93106484,0.9365511,0.94155335,0.9352584,0.9299022,0.94016933,0.94073766,0.9376363,0.9213343,0.9347952,0.9348663,0.93635833,0.9351848,0.9397448,0.9375497
0.98424786,0.9926075,0.9668034,0.98977625,0.99725044,0.98424786,0.9965617,0.9952195,0.99246883,0.9882405,0.9761029,0.9963391,0.99246883,0.9752321,0.96422064,1.0,0.9761519,0.984661,0.98798186,0.9819148,0.9859188,0.94618446,0.9472199,0.9372707,0.9308667,0.9460297,0.94482255,0.9428796,0.9477091,0.94321734,0.9470577,0.926183,0.9478135,0.9424258,0.94813514,0.9286211,0.9459282,0.9460991,0.94618446,0.9475957,0.947012,0.94605
0.9762441,0.9817842,0.963657,0.98353845,0.9764503,0.9762441,0.97722316,0.9772894,0.98375165,0.989098,0.95802385,0.97927535,0.98375165,0.9722908,0.9532595,0.9761519,1.0,0.9770893,0.9893876,0.9784198,0.97984546,0.934793,0.9394582,0.94016284,0.92227733,0.92894363,0.93398994,0.9300551,0.9358143,0.9392612,0.93582803,0.9264542,0.93835104,0.9369159,0.9344859,0.92153394,0.93304294,0.9353642,0.934793,0.9353347,0.9400564,0.9365409
0.99959,0.9829998,0.95914966,0.9828649,0.9842384,0.99959,0.9848481,0.98408484,0.98456275,0.98499846,0.9811376,0.98553634,0.98456275,0.9841288,0.9661863,0.984661,0.9770893,1.0,0.9848067,0.98954743,0.9858767,0.945404,0.94465834,0.93934643,0.9287684,0.9402277,0.9434671,0.93750423,0.9467225,0.9427673,0.9448256,0.9250632,0.9448234,0.94159997,0.9464137,0.9267467,0.94385207,0.9442517,0.945404,0.9451358,0.9474809,0.9465696
0.9837185,0.9920094,0.9653986,0.9937426,0.98741925,0.9837185,0.9881762,0.98666996,0.9929306,0.9999595,0.96330345,0.9885904,0.9929306,0.9789901,0.95418835,0.98798186,0.9893876,0.9848067,1.0,0.98567104,0.98488885,0.93933445,0.9395581,0.9395545,0.92269176,0.9340456,0.93854296,0.93144375,0.94051164,0.9367774,0.9406018,0.92044747,0.9393288,0.9351346,0.93957776,0.9199376,0.93784535,0.9378157,0.93933445,0.94059616,0.94143087,0.9405104
0.9886913,0.98593146,0.95739967,0.9850238,0.9812119,0.9886913,0.9825431,0.98125833,0.98655754,0.9858495,0.9756379,0.9826937,0.98655754,0.9759532,0.95863956,0.9819148,0.9784198,0.98954743,0.98567104,1.0,0.98102665,0.93659115,0.9360111,0.9326621,0.9208268,0.9322217,0.93513453,0.92991126,0.9383679,0.9334618,0.93776095,0.9173603,0.93582696,0.93279976,0.9375046,0.9174013,0.93612224,0.9362316,0.93659115,0.9381773,0.94004774,0.9377266
0.9863287,0.9797764,0.9578092,0.98060775,0.98577327,0.9863287,0.9869577,0.98609096,0.98082626,0.9848569,0.97724754,0.98720807,0.98082626,0.9815466,0.97189575,0.9859188,0.97984546,0.9858767,0.98488885,0.98102665,1.0,0.9405455,0.94312274,0.9355011,0.92603964,0.93911046,0.93927634,0.9362062,0.94180214,0.9413396,0.941581,0.9250691,0.94288045,0.93895656,0.93987185,0.9207019,0.9392532,0.93923336,0.9405455,0.9419217,0.9445804,0.94083077
0.94522065,0.94323856,0.9278128,0.93838584,0.94574547,0.94522065,0.94403625,0.9466447,0.9453128,0.93936676,0.9431995,0.94507,0.9453128,0.93927044,0.93635833,0.94618446,0.934793,0.945404,0.93933445,0.93659115,0.9405455,1.0,0.9824805,0.964696,0.98297435,0.98497146,0.9984341,0.98138547,0.9950817,0.9819501,0.9958792,0.9763118,0.9828611,0.9819832,0.9972712,0.98100877,0.9954665,0.98741215,1.0,0.995494,0.99127835,0.9974092
0.9447008,0.9415709,0.93073165,0.93947965,0.94636387,0.9447008,0.945333,0.947241,0.9436871,0.93961555,0.9455325,0.94623137,0.9436871,0.9402524,0.93930084,0.9472199,0.9394582,0.94465834,0.9395581,0.9360111,0.94312274,0.9824805,1.0,0.98004663,0.9755461,0.9830422,0.98341817,0.98157644,0.98268664,0.99659395,0.98474,0.96964824,0.9991765,0.9957892,0.98213315,0.9682239,0.9825847,0.9858915,0.9824805,0.9841965,0.9843547,0.98286533
0.9378048,0.93599105,0.93048936,0.93939847,0.9366315,0.9378048,0.9368087,0.9377577,0.9390429,0.9394973,0.93337,0.93766737,0.9390429,0.9326454,0.9224696,0.9372707,0.94016284,0.93934643,0.9395545,0.9326621,0.9355011,0.964696,0.98004663,1.0,0.95800394,0.9579377,0.9644593,0.9613401,0.9624894,0.9780062,0.96919495,0.95537364,0.9789549,0.9787833,0.96623933,0.9551886,0.96563035,0.97017014,0.964696,0.9682748,0.9675346,0.96568656
0.9283525,0.9260726,0.9112142,0.92379475,0.92891616,0.9283525,0.9264813,0.9327541,0.92852306,0.92252207,0.9271333,0.9302175,0.92852306,0.92330045,0.92159194,0.9308667,0.92227733,0.9287684,0.92269176,0.9208268,0.92603964,0.98297435,0.9755461,0.95800394,1.0,0.97837716,0.98187506,0.9766724,0.98214614,0.97781384,0.98351216,0.9718668,0.97477937,0.97764856,0.98402727,0.98911166,0.9835376,0.9810953,0.98297435,0.9827721,0.9798143,0.98157746
0.94092953,0.9370897,0.9205033,0.93403584,0.94321924,0.94092953,0.9415989,0.94366497,0.9388168,0.9339644,0.94237185,0.9425065,0.9388168,0.9328688,0.93347704,0.9460297,0.92894363,0.9402277,0.9340456,0.9322217,0.93911046,0.98497146,0.9830422,0.9579377,0.97837716,1.0,0.9860986,0.99663067,0.9888124,0.981268,0.9885998,0.97334975,0.98331743,0.98010844,0.9821935,0.96681345,0.98773056,0.98957866,0.98497146,0.9887207,0.98584574,0.9845412
0.9432795,0.94115376,0.9264625,0.93651634,0.94413906,0.9432795,0.9423772,0.94562536,0.9432394,0.9386008,0.9433709,0.9434152,0.9432394,0.9370692,0.93601507,0.94482255,0.93398994,0.9434671,0.93854296,0.93513453,0.93927634,0.9984341,0.98341817,0.9644593,0.98187506,0.9860986,1.0,0.9829058,0.9950506,0.98258597,0.9948832,0.9779472,0.9838407,0.9828709,0.9963602,0.97959775,0.9938159,0.9876098,0.9984341,0.9943946,0.99072796,0.9957493
0.9380412,0.93392617,0.91785836,0.93164617,0.94009024,0.9380412,0.9383039,0.9404935,0.935752,0.9313514,0.9407938,0.9390912,0.935752,0.928682,0.93106484,0.9428796,0.9300551,0.93750423,0.93144375,0.92991126,0.9362062,0.98138547,0.98157644,0.9613401,0.9766724,0.99663067,0.9829058,1.0,0.9853348,0.97999036,0.9848564,0.97454464,0.9814888,0.9789481,0.9789117,0.9664304,0.98396754,0.98733133,0.98138547,0.98448324,0.9827753,0.9810473
0.9469883,0.9444223,0.9278075,0.9392831,0.9476931,0.9469883,0.945889,0.9488713,0.94613194,0.9405323,0.9456692,0.9462156,0.94613194,0.9406466,0.9365511,0.9477091,0.9358143,0.9467225,0.94051164,0.9383679,0.94180214,0.9950817,0.98268664,0.9624894,0.98214614,0.9888124,0.9950506,0.9853348,1.0,0.98149776,0.9965252,0.9769368,0.98357743,0.981414,0.993407,0.97959673,0.99548733,0.98743564,0.9950817,0.99670374,0.9899815,0.9942129
0.9429403,0.93767667,0.9290657,0.93712664,0.94238013,0.9429403,0.9412935,0.94389945,0.9405443,0.9368553,0.94203174,0.9430568,0.9405443,0.9398046,0.94155335,0.94321734,0.9392612,0.9427673,0.9367774,0.9334618,0.9413396,0.9819501,0.99659395,0.9780062,0.97781384,0.981268,0.98258597,0.97999036,0.98149776,1.0,0.98319525,0.9734505,0.9962551,0.99807334,0.9819092,0.97174764,0.9815234,0.9848503,0.9819501,0.98235476,0.98360574,0.9828975
0.9447862,0.94377035,0.92784667,0.9401614,0.9459929,0.9447862,0.944532,0.947532,0.9460032,0.94053096,0.9428073,0.94552237,0.9460032,0.9398934,0.9352584,0.9470577,0.93582803,0.9448256,0.9406018,0.93776095,0.941581,0.9958792,0.98474,0.96919495,0.98351216,0.9885998,0.9948832,0.9848564,0.9965252,0.98319525,1.0,0.97888523,0.9853251,0.98357755,0.9935336,0.98065525,0.9964653,0.9896718,0.9958792,0.99938923,0.99152696,0.9951908
0.92613107,0.92089695,0.92134184,0.92108697,0.9234674,0.92613107,0.9218412,0.9277012,0.92429936,0.9202457,0.9313816,0.9269704,0.92429936,0.92081285,0.9299022,0.926183,0.9264542,0.9250632,0.92044747,0.9173603,0.9250691,0.9763118,0.96964824,0.95537364,0.9718668,0.97334975,0.9779472,0.97454464,0.9769368,0.9734505,0.97888523,1.0,0.9688658,0.9722555,0.974653,0.97455615,0.97549886,0.97147876,0.9763118,0.977489,0.974891,0.9753707
0.9449099,0.94191897,0.93047094,0.93897057,0.9471196,0.9449099,0.9459737,0.9481007,0.94384366,0.93940383,0.94588965,0.94673634,0.94384366,0.9408264,0.94016933,0.9478135,0.93835104,0.9448234,0.9393288,0.93582696,0.94288045,0.9828611,0.9991765,0.9789549,0.97477937,0.98331743,0.9838407,0.9814888,0.98357743,0.9962551,0.9853251,0.9688658,1.0,0.9957239,0.98283005,0.96807384,0.9833127,0.98548687,0.9828611,0.9847288,0.9844897,0.9833044
0.94128364,0.93759125,0.92840874,0.93601155,0.94147485,0.94128364,0.94011974,0.943474,0.93990123,0.93522495,0.94128704,0.9418165,0.93990123,0.9388097,0.94073766,0.9424258,0.9369159,0.94159997,0.9351346,0.93279976,0.93895656,0.9819832,0.9957892,0.9787833,0.97764856,0.98010844,0.9828709,0.9789481,0.981414,0.99807334,0.98357755,0.9722555,0.9957239,1.0,0.9827828,0.9722316,0.9826536,0.98530316,0.9819832,0.9830275,0.9834109,0.9829342
0.94593805,0.9454396,0.92862093,0.93954676,0.94749284,0.94593805,0.945272,0.9486655,0.94665337,0.939644,0.9437724,0.946551,0.94665337,0.94036496,0.9376363,0.94813514,0.9344859,0.9464137,0.93957776,0.9375046,0.93987185,0.9972712,0.98213315,0.96623933,0.98402727,0.9821935,0.9963602,0.9789117,0.993407,0.9819092,0.9935336,0.974653,0.98283005,0.9827828,1.0,0.98255783,0.9937887,0.98634446,0.9972712,0.9933542,0.98884076,0.9948701
0.9260936,0.9249351,0.9173517,0.92189723,0.92659825,0.9260936,0.924362,0.9308957,0.92845887,0.9198171,0.9255828,0.9280231,0.92845887,0.92106557,0.9213343,0.9286211,0.92153394,0.9267467,0.9199376,0.9174013,0.9207019,0.98100877,0.9682239,0.9551886,0.98911166,0.96681345,0.97959775,0.9664304,0.97959673,0.97174764,0.98065525,0.97455615,0.96807384,0.9722316,0.98255783,1.0,0.9810442,0.97331136,0.98100877,0.9796765,0.973031,0.9803354
0.9437498,0.94318694,0.9276141,0.93784094,0.94539624,0.9437498,0.9441135,0.94684094,0.9447606,0.9378102,0.94188136,0.94436777,0.9447606,0.9384553,0.9347952,0.9459282,0.93304294,0.94385207,0.93784535,0.93612224,0.9392532,0.9954665,0.9825847,0.96563035,0.9835376,0.98773056,0.9938159,0.98396754,0.99548733,0.9815234,0.9964653,0.97549886,0.9833127,0.9826536,0.9937887,0.9810442,1.0,0.9903249,0.9954665,0.9969141,0.99072623,0.99477917
0.9438709,0.94104755,0.92740715,0.9388699,0.9443618,0.9438709,0.9434501,0.9463885,0.9439401,0.9378454,0.94221425,0.94495934,0.9439401,0.93641734,0.9348663,0.9460991,0.9353642,0.9442517,0.9378157,0.9362316,0.93923336,0.98741215,0.9858915,0.97017014,0.9810953,0.98957866,0.9876098,0.98733133,0.98743564,0.9848503,0.9896718,0.97147876,0.98548687,0.98530316,0.98634446,0.97331136,0.9903249,1.0,0.98741215,0.9894023,0.9898021,0.98721254
0.94522065,0.94323856,0.9278128,0.93838584,0.94574547,0.94522065,0.94403625,0.9466447,0.9453128,0.93936676,0.9431995,0.94507,0.9453128,0.93927044,0.93635833,0.94618446,0.934793,0.945404,0.93933445,0.93659115,0.9405455,1.0,0.9824805,0.964696,0.98297435,0.98497146,0.9984341,0.98138547,0.9950817,0.9819501,0.9958792,0.9763118,0.9828611,0.9819832,0.9972712,0.98100877,0.9954665,0.98741215,1.0,0.995494,0.99127835,0.9974092
0.9451849,0.9443417,0.9279394,0.94043934,0.94661516,0.9451849,0.9451207,0.9478312,0.9463255,0.94057035,0.94327074,0.9457561,0.9463255,0.9404093,0.9351848,0.9475957,0.9353347,0.9451358,0.94059616,0.9381773,0.9419217,0.995494,0.9841965,0.9682748,0.9827721,0.9887207,0.9943946,0.98448324,0.99670374,0.98235476,0.99938923,0.977489,0.9847288,0.9830275,0.9933542,0.9796765,0.9969141,0.9894023,0.995494,1.0,0.9912735,0.9946215
0.947419,0.94319713,0.92806065,0.9400024,0.94576097,0.947419,0.9445406,0.94742143,0.9459097,0.94144756,0.94666374,0.94630677,0.9459097,0.9422135,0.9397448,0.947012,0.9400564,0.9474809,0.94143087,0.94004774,0.9445804,0.99127835,0.9843547,0.9675346,0.9798143,0.98584574,0.99072796,0.9827753,0.9899815,0.98360574,0.99152696,0.974891,0.9844897,0.9834109,0.98884076,0.973031,0.99072623,0.9898021,0.99127835,0.9912735,1.0,0.99105084
0.94643134,0.9440263,0.9289585,0.93959856,0.9456391,0.94643134,0.944181,0.94658756,0.9462023,0.940517,0.9436375,0.94533926,0.9462023,0.94109035,0.9375497,0.94605,0.9365409,0.9465696,0.9405104,0.9377266,0.94083077,0.9974092,0.98286533,0.96568656,0.98157746,0.9845412,0.9957493,0.9810473,0.9942129,0.9828975,0.9951908,0.9753707,0.9833044,0.9829342,0.9948701,0.9803354,0.99477917,0.98721254,0.9974092,0.9946215,0.99105084,1.0
